很满意的手机，手机很好用，外表很好看。那在手上手感挺好的，最好玩游戏也挺流畅，电池非常耐用。,3,满意 手机 手机 外表 好看 手上 手感 挺 玩游戏 挺 流畅 电池 耐用
外形外观：很好  做工不错 屏幕音效：屏幕清晰  声音很大 拍照效果：就这么说吧  很清晰 运行速度：870不是吹出来的  非常流畅 照片用新买的的吧   毕竟这个买给家里老人的  远在哈尔滨我也拍不到  老人很喜欢,3,外形 外观 做工 不错 屏幕 音效 屏幕 清晰 声音 很大 拍照 效果 说 清晰 运行 速度 870 吹出来 流畅 照片 新 买 买 家里 老人 远 哈尔滨 拍 不到 老人 喜欢
红米k50可以说是期待已久了，天玑8100芯片的能耗比可比这两年的高通强太多了。目前拿到手没什么问题，2k屏显示效果蛮好的，性价比很高，比起骁龙8gen1处理器的手机是值得购买的。,3,红米 k50 说 期待已久 天玑 8100 芯片 能耗 可比 两年 高通 强太多 拿到 手 没什么 2k 屏 显示 效果 性价比 高 骁龙 8gen1 处理器 手机 值得 购买
刚买完就降价啊，，咋的 我好骗是吧,1,刚买 完 降价 骗
手机到手后，二十多天，蓝牙坏了。发回去换新了。 现在又出现了一个问题，图片上传云盘后，本地的图片就消失了。想买的，自己思量吧。,1,手机 到手 二十多天 蓝牙 坏 发回去 换 新 图片 上传 云盘 图片 消失 想 买 思量
电池不耐用,2,电池 耐用
用了一阵子才发现膜是歪的?,2,一阵子 发现 膜 歪
运行速度：运行畅快拍照清晰续航也很好！ 外形外观：屏蔽超清超大，中老年人也可以使用 总体来说很不错 小米手机性价比也很高,3,运行 速度 运行 畅快 拍照 清晰 续航 外形 外观 屏蔽 超清 超大 中老年人 总体 不错 小米 手机 性价比 高
拍照效果：拍照录像一直在闪烁，什么东西啊,1,拍照 效果 拍照 录像 闪烁 东西
背部有瑕疵，客服给申请了点补偿,2,背部 瑕疵 客服 申请 点 补偿
产品包装很精美，材质也很好！关键是特别好用，运行特别快充电还采用闪充，所以充电特别特别快！非常非常满意！,3,产品包装 精美 材质 关键 特别 好用 运行 特别 充电 采用 闪充 充电 特别 特别 满意
拍照效果: 还行 续航能力: 很好 运行速度: 畅快 物流:很快，第二天就到了，这个价格买到这样的东西 包装:非常结实，东西保护得很好，值得好评 续航能力:重度使用一天没问题，不在电量焦虑 性价比:大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算 显示效果：2k屏清晰自然享受丝滑,3,拍照 效果 行 续航 能力 运行 速度 畅快 物流 很快 第二天 价格 买 东西 包装 结实 东西 保护 值得 好评 续航 能力 重度 电量 焦虑 性价比 品牌 放心 质量 赶上 活动 购买 划算 显示 效果 2k 屏 清晰 自然 享受 丝滑
外形外观：外环观设计的非常漂亮，拿在手里很有手感 屏幕音效：屏幕和音效都很不错，而且没有杂音 拍照效果：像素超级棒，拍出来效果很好 运行速度：速度很快，打游戏一点不卡，很流畅 待机时间：电池容量大，待机时间很长很喜欢,3,外形 外观 外环 观 设计 漂亮 手里 手感 屏幕 音效 屏幕 音效 不错 杂音 拍照 效果 像素 超级 棒 拍 效果 运行 速度 速度 很快 打游戏 一点 不卡 流畅 待机时间 电池容量 待机时间 很长 喜欢
已经是第二次买了，红米note11代机是真的强，充一次待机一天都没问题。对于我这种中度用户来说一天一充完全够用，打游戏什么的体验感也是拉满。x轴线性马达吃鸡贼爽，虽然没有超高画质120高刷但也够用，这个价格还要什么自行车??,3,第二次 买 红米 note11 代机 真的 强 充 待机 中度 用户 一充 够用 打游戏 体验 感 拉满 x 轴线 性 马达 吃 鸡 贼 爽 超 高画质 120 高刷 够用 价格 自行车
刚买没几天 刷各类软件视频及其他软件经常出现绿屏  连续绿屏的也有，有时还会白屏 怎么退也退不出来  有点卡。,1,刚买 几天 刷 各类 软件 视频 软件 经常出现 绿屏 连续 绿屏 还会 白屏 退 退 卡
充电是挺快的但是耗电也快，待机状态四个多小时没开数据连接就扣了百分之二十多，玩游戏方面还行，个人感觉来说像素还行吧，玩了差不多四五个小时就没电了,2,充电 挺快 耗电 待机 状态 四个 小时 开 数据 连接 扣 百分之二十 玩游戏 行 个人感觉 像素 还行 玩 四五个 小时 没电
物流非常快，手机收到了，小米的UI很喜欢的，用起来很流畅，2K的屏幕不是盖的，拍照效果不错。电池容量很大应该可以用比较久了吧。性价比无敌呀。,3,物流 手机 收到 小米 UI 喜欢 流畅 2K 屏幕 盖 拍照 效果 不错 电池容量 很大 久 性价比 无敌
屏幕满分，在阳光下也能显示的色彩鲜艳，非常清楚，使用流畅，充电速度快，满足**常使用的所有需求，响应快速，玩游戏也很流畅让人心情舒适，建议购买！,3,屏幕 满分 阳光 显示 色彩鲜艳 流畅 充电 速度 需求 响应 快速 玩游戏 流畅 心情 舒适 建议 购买
手机通话有杂音，来电接电话有时候没声音。考虑吧买不买。,1,手机 通话 杂音 来电 接电话 有时候 声音 买 买
系统bug太多了，MIUI吹出来的，最基础的功能都没做好，但这都是我的错，因为穷，如果有选择，下回选OV，哪怕贵2k，还有这手机2k屏，实际和好的1080没多少区别，唯一优点是关闭120hz的情况续航的确可以,1,系统 bug 太多 MIUI 吹出来 基础 功能 做好 错 穷 选择 下回 选 OV 贵 2k 手机 2k 屏 1080 区别 唯一 优点 关闭 120hz 情况 续航
该手机屏幕时亮时暗（已关闭自动亮度），用着用着突然屏幕暗一半，在按照客服指引下更新最新系统后问题依旧没有解决（手机不发热情况下问题依旧）。这是第二次购买的跟第一次的毛病一样,1,手机 屏幕 时亮 时暗 关闭 自动 亮度 屏幕 暗 一半 客服 指引 更新 最新 系统 依旧 解决 手机 发热 情况 依旧 这是 第二次 购买 第一次 毛病
这款手机耗电量太快了比我那款华为的都差。我华为的那个电池4100这个手机电池还有5500。,2,款 手机 耗电量 太快 那款 华为 差 华为 电池 4100 手机电池 5500
发货很快，两三天就到了，这个幽芒颜色我很喜欢，看起来非常的舒服很炫酷，拿在手里也是非常的顺滑，用起来整体感觉也是很顺畅。,3,发货 很快 两三天 幽芒 颜色 喜欢 舒服 很炫酷 手里 顺滑 整体 感觉 顺畅
一般般 看视频太难受了  分辨率低,2,一般般 视频 太难受 分辨率 低
背后右下角有划痕 问客服就推诿,1,背后 右下角 划痕 问 客服 推诿
有时候会卡顿，电量能用一天，清晰度可以。不玩游戏，以上只是日常使用感受。有点小失望，希望工程师抓紧优化。,2,有时候 会卡顿 电量 清晰度 玩游戏 日常 感受 失望 希望 工程师 抓紧 优化
有时没声音，感觉不是正品,2,声音 感觉 正品
新年新气象，换新手机，k50真的很棒，屏幕素质真的好，不知道天机8100怎么样，希望继续能打吧！,3,新年 新气象 换 新手机 k50 真的 很棒 屏幕 素质 真的 天机 8100 希望
必须给超级差评，参数这么好的手机，连象棋都玩不了，有视频为证，手机下巴位置严重断触！,1,超级 差评 参数 手机 象棋 玩 视频 为证 手机 下巴 位置 断触
手机速度很快，但是玩金铲铲有时候会发出滋滋的声音吓我一跳,2,手机 速度 很快 玩金 铲 铲 有时候 发出 滋滋 声音 跳
刚买下手机卡的还会自动关机，真垃圾,1,买下 手机卡 自动关机 真 垃圾
收到货就无法连接wifi，体验超级差，在京东买了不下十个手机，第一次给差评&lt;(｀^&acute;)&gt;,1,收到 货 连接 wifi 体验 超级 差 京东 买 十个 手机 第一次 差评 lt ｀ acute gt
炫境整款手机设计特别好看，第一次给我爸买的手机，他说非常满意开心?，音质很优秀，声音不存在杂音，清晰度真的很好，颜色看着很柔和炫彩， 所以这款真物超所值，性价高，非常值。希望越用越好。小爱小爱语音超可爱！,3,炫境 整款 手机 设计 特别 好看 第一次 爸 买 手机 说 满意 开心 音质 优秀 声音 杂音 清晰度 真的 颜色 看着 柔和 炫彩 这款 真 物超所值 性 价高 值 希望 越用 越 小爱小爱 语音 超 可爱
我觉得系统不行    电池没有想象中大     看个网页都反应慢,2,系统 不行 电池 想象 中 看个 网页 慢
垃圾货。买这种手机的人什么居心？,1,垃圾 货 买 手机 居心
东西收到了，用了几天，说实话吧！作为米粉很久了，但是这个手机真没啥亮点，用着也不太流畅，像素也不咋滴。只能说对于性能一般的也就没啥可言了。跟我以前的红米7用了三年多的，没多大差别。而且，还预装很多辣鸡软件。都怀疑你是不是原装的,2,东西 收到 几天 说实话 米粉 很久 手机 真 亮点 太 流畅 像素 滴 只能 说 性能 可言 红米 三年 没多大 差别 预装 辣鸡 软件 怀疑 原装
外形外观：墨羽外观挺好看的，银色显得摄像头偏大 屏幕音效：2k屏，YYDS 拍照效果：调教的可以，成熟的工艺，日常完全够用 运行速度：8100没失望 待机时间：5500mAh，日常使用一天完全没问题,3,外形 外观 墨羽 外观 挺 好看 银色 显得 摄像头 偏 屏幕 音效 2k 屏 YYDS 拍照 效果 调教 成熟 工艺 日常 够用 运行 速度 8100 失望 待机时间 5500mAh 日常
买回来就这样 想换货都不给换 说是人为损坏,1,买回来 想 换货 换 说 人为 损坏
用了几天，感觉很一般，电池不耐用，还不如我以前的红米notou5，另外一个，触摸键底端的有时候不灵敏。有点后悔。,2,几天 感觉 电池 耐用 红米 notou5 触摸 键底 端的 有时候 不灵敏 后悔
屏幕非常不好，颜色有时花有时暗，特别是看视频的时候。屏幕看时间长，眼睛不舒服。 侧面指纹不灵敏，触摸不是很好用。 其他还好，这个价位也只能买到这样的手机。,2,屏幕 不好 颜色 花 暗 特别 视频 屏幕 时间 长 眼睛 舒服 侧面 指纹 不灵敏 触摸 还好 价位 只能 买 手机
东西不怎么样，偶尔有时还会黑屏，耗电也快，总体感觉还不如小米CC9e，不值得推荐！,2,东西 不怎么样 还会 黑屏 耗电 总体 感觉 小米 CC9e 值得 推荐
电池不行，昨天晚上充的电今天下午4点，现在还有23%的电。,2,电池 不行 昨天晚上 充 电 今天下午 点 23% 电
K50这手机，收到一个多月了，使用怎样呢！我来说说！屏幕没得说清晰，细腻，这块屏幕有料！续航一天使用基本不用中间充电，电量基本不用焦虑！加上快充回电很快！平时我打王者荣耀，基本满帧运行！系统优化的越来越好了！回到了以前的miui！,3,K50 手机 收到 一个多月 说 屏幕 没得说 清晰 细腻 这块 屏幕 料 续航 不用 充电 电量 不用 焦虑 快充 回电 很快 平时 王者 荣耀 满帧 运行 系统优化 越来越 回到 miui
看视频睡着了屏烧出来一条线就很难受,1,视频 睡着 屏 烧出来 一条线 难受
手机很漂亮，价格也实惠，期待后期使用不会有啥问题，毕竟是40升级版，应该没问题。,3,手机 很漂亮 价格 实惠 期待 后期 40 升级版
垃圾 20多天屏幕一条黑线,1,垃圾 20 多天 屏幕 一条 黑线
计步不准确每天都大几万步，应该是传感器有问题,1,计步 准确 几万 步 传感器
屏幕确实很好，王者一下午卡顿两次，系统拉胯,2,屏幕 确实 王者 下午 卡顿 两次 系统 拉 胯
不说别的，玩个王者荣耀后台没开其他app，打两把就死机一次，几乎每天都有这种情况。王者荣耀不算大型游戏吧。,2,不说 玩个 王者 荣耀 后台 开 app 两把 死机 情况 王者 荣耀 不算 大型 游戏吧
第一次买小米手机，看评论说还不错，就入手了。系统流畅，2K屏幕看起来很舒服。给长辈用完全够使。软件反应也快，看看后续使用的情况。,3,第一次 买 小米 手机 评论 说 不错 入手 系统 流畅 2K 屏幕 舒服 长辈 够 软件 后续 情况
这个手机很好看，运行也很快，性价比很高。试用了一下，各项功能都不错。送的快充充电也很快就充满了。闺女很喜欢，我觉得也非常适合老人家。屏幕非常大。音效也不错。,3,手机 好看 运行 很快 性价比 高 试用 各项 功能 不错 送 快充 充电 很快 充满 闺女 喜欢 非常适合 老人家 屏幕 音效 不错
20万的好评，但是用起来却差强人意，玩个传奇小程序游戏都卡的一批，其它的性能也很一般，说真的，后悔了。,2,20 万 好评 差强人意 玩个 传奇 程序 游戏 卡 一批 性能 说真的 后悔
手机就算不用也会发热。放在口袋里明显感觉到手机发热。 充一晚上电起来手机不是凉的而是热的，而且感觉温度还比较高，就很奇怪，不知道是手机问题还是什么。其他还不错，评个三星。,2,手机 不用 发热 放在 口袋 里 感觉 手机 发热 充一 晚上 电 手机 凉 热 感觉 温度 高 奇怪 手机 不错 评个 三星
手机前天刚到，玩游戏死机过4次,1,手机 前天 刚到 玩游戏 死机 次
我不知道是漏发了还是咋滴，那个耳机转换线我没有收到我都没有见过，问客服总是智能客服回应,2,漏发 滴 耳机 转换 线 收到 见过 问 客服 智能 客服 回应
机器不错，使着顺手，以前是k20，基本操作都一样。给一星是吐槽以旧换新，评估是一个价格，质检完了直接评估价格砍了一半多，也不说明机器哪里不好，为什么是这个价格，糊弄人啊。不知道它的质检是什么程序，要是拆了机或者换了件算谁的，我们消费者成了白给。,1,机器 不错 顺手 k20 基本操作 一星 吐 槽 以旧换新 评估 价格 质检 完 评估 价格 砍 一半多 机器 不好 价格 糊弄人 质检 程序 拆 机 换 件 算 消费者 成
手机老是卡屏，电板不经用，反应慢！！整的跟旧手机没多少区别,1,手机 卡屏 电板 不经用 慢 整 旧 手机 区别
**东西，买来新手机，插卡的卡条打不开。 还让人自己预约去附近网点修，真**的服。,1,东西 买来 新手机 插卡 卡条 打不开 预约 网点 修 真 服
外形外观：造型因为k40s主打高性价比，所以外观设计风格比较中庸 运行速度：性能配置870芯片可称为一代神U，所以可以说流畅的一p！！！ 这个价格只能说是真香！！！,3,外形 外观 造型 k40s 主打 高性价比 外观设计 风格 中庸 运行 速度 性能 配置 870 芯片 称为 一代 神 U 说 流畅 p 价格 只能 说 真香
我把画质调中等，后台清干净开王者，别说稳120左右，第一把直接锁60，好一个温控，好系统，只能呵呵。,1,画质 调 中等 后台 清 干净 开 王者 稳 120 第一把 锁 60 温控 系统 只能
这个手机己经用了几天，说下真实感受，充 电方面超级闪充有点厉害，0-100充满45分 钟左右，非常的快，天现 810的处理器 +60Hz 玩王者和英雄联盟无压力，屏幕方面显示也是 比较好的，对得起这个价格，后盖摸起来手感 不错，扬声器也是左右都有，还是满意的！,3,手机 经用 几天 说 真实 感受 充 电 超级 闪充 厉害 100 充满 45 分 钟 天现 810 处理器 60Hz 玩 王者 英雄 联盟 压力 屏幕 显示 对得起 价格 后盖 摸 手感 不错 扬声器 满意
双十一活动，价格划算，又是新机，性能相当好，配置也很棒。 买的256g大小应该足够了，8g的内存也能支撑大多数的应用。 惊喜的是还贴了贴膜和送了背壳，还是不错的。,3,双十 活动 价格 划算 新机 性能 配置 很棒 买 256g 大小 足够 8g 内存 支撑 惊喜 贴 贴膜 送 背壳 不错
新出厂品控做的不是很到位，外表有点磕碰,2,新 出厂 品控 做 到位 外表 磕碰
第一次用小米的手机，本来要买米11的，看到网友都说处理器散热不理想，最后买了红米k40pro，我不知道这算不算翻车，1.反正手机打个王者荣耀手机是真的很热。67瓦的充电的确很快，只是2.手机的温度可以跟我前面打游戏的状态差不多。4500毫安时的电池充满，打王者两个小时3.电量大概剩余百分之六十多一点。4.塑料中框本来没什么感觉，卡针打开卡槽后瞬间觉得有点难受。5广告真的很多，自带的浏览器和应用商店等总是弹出很多广告（也许我还没有适应，也许我还没有找到关闭他们的办法） 优点方面，1.系统确实很流畅，2.屏幕也很清晰，3.通话时听筒音量很大。4.自带的字体和壁纸都很不错。5.热归热，话说回来，充电速度真的很快，肉眼可见的速度。6.系统隐私保护做的很好。7这个晴雪的颜色真的很好看。,2,第一次 小米 手机 本来 买 米 11 网友 说 处理器 散热 理想 买 红米 k40pro 算不算 翻车 反正 手机 打个 王者 荣耀 手机 真的 热 67 瓦 充电 很快 手机 温度 打游戏 状态 4500 毫安 时 电池 充满 王者 两个 小时 电量 剩余 百分之六十 多一点 塑料 中框 本来 没什么 感觉 卡针 打开 卡槽 瞬间 难受 广告 真的 自带 浏览器 商店 弹 广告 也许 也许 找到 关闭 办法 优点 系统 确实 流畅 屏幕 清晰 通话 时 听筒 音量 很大 自带 字体 壁纸 不错 热归热 话说回来 充电 速度 真的 很快 肉眼 速度 系统 隐私 保护 做 晴雪 颜色 真的 好看
外形外观：外观很漂亮，比预期的要好看很多，给老妈用的很喜欢 屏幕音效：屏幕反馈还挺灵敏的，感觉很不错高刷就是爽 拍照效果：拍照只能说勉强够用 运行速度：870还是不错的，充电速度也很快，新旧手机资料迁移很方便 待机时间：目前来看待机时间还可以，关键充电速度很快 其他特色：上一部也是红米，所以依旧选择红米，老人使用习惯了,3,外形 外观 外观 很漂亮 预期 要好看 老妈 喜欢 屏幕 音效 屏幕 反馈 挺 灵敏 感觉 不错 高刷 爽 拍照 效果 拍照 只能 说 勉强 够用 运行 速度 870 不错 充电 速度 很快 新旧 手机 资料 迁移 待机时间 待机时间 关键 充电 速度 很快 特色 一部 红米 依旧 选择 红米 老人 习惯
手机触屏不灵，充电半个小时只充百分之35，根本不是百分之百，还是没动手机的情况下。,1,手机 触屏 不灵 充电 半个 小时 只充 百分之 35 百分之百 动 手机 情况
链接WiFi和流量不稳定时不时会提示没网。不是到什么情况  ，手机卡顿也很严重,1,链接 WiFi 流量 稳定 时不时 提示 没网 情况 手机卡 顿
一直支持京东，活动多，品质有保证，物流快，还充了会员，一样支持小米，性价比杠杠的，家里的老人用特别棒，屏幕大，不卡顿，拍照也OK,3,支持 京东 活动 品质 保证 物流 还充 会员 支持 小米 性价比 杠杠 家里 老人 特别 棒 屏幕 不卡顿 拍照 OK
手机和描述一样，老妈很喜欢！她一直用note，数据迁移很便捷。声音够大，字体清晰，老人使用起来也很方便。只是滑屏操作还需要多练习，哈哈！正品，推荐购买呢，赞一个,3,手机 描述 老妈 喜欢 note 数据 迁移 便捷 声音 够 字体 清晰 老人 滑屏 操作 正品 推荐 购买 赞
卡的频率也太高了，动不动就卡，没感觉很好,2,卡 频率 太 高 卡 感觉
手机时间断网就会慢十分钟，联网后开启自动设置时间仍不能矫正到正确时间。无语=_=,1,手机 时间 断网 会慢 十分钟 联网 开启 自动 设置 时间 矫正 正确 时间 语
